20250722_143022,no_recycle,0.55,no_recycle_54_20250722_143022.jpg
20250722_143029,no_recycle,0.60,no_recycle_59_20250722_143029.jpg
20250722_143031,no_recycle,0.56,no_recycle_55_20250722_143031.jpg
20250722_143032,plastic,0.60,plastic_59_20250722_143032.jpg
20250722_143037,no_recycle,0.56,no_recycle_55_20250722_143037.jpg
20250722_143038,no_recycle,0.51,no_recycle_51_20250722_143038.jpg
20250722_143039,no_recycle,0.58,no_recycle_58_20250722_143039.jpg
20250722_143041,plastic,0.56,plastic_56_20250722_143041.jpg
20250723_131344,no_recycle,0.56,no_recycle_56_20250723_131344.jpg
20250723_131344,plastic,0.52,plastic_52_20250723_131344.jpg
20250723_131346,plastic,0.57,plastic_56_20250723_131346.jpg
20250723_131347,plastic,0.58,plastic_57_20250723_131347.jpg
20250723_131349,plastic,0.58,plastic_58_20250723_131349.jpg
20250723_131350,no_recycle,0.53,no_recycle_53_20250723_131350.jpg
20250723_131351,no_recycle,0.57,no_recycle_57_20250723_131351.jpg
20250723_131351,plastic,0.52,plastic_51_20250723_131351.jpg
20250723_131352,plastic,0.51,plastic_50_20250723_131352.jpg
20250723_131353,plastic,0.51,plastic_50_20250723_131353.jpg
20250723_131353,no_recycle,0.57,no_recycle_57_20250723_131353.jpg
20250723_131353,no_recycle,0.51,no_recycle_51_20250723_131353.jpg
20250723_131355,no_recycle,0.59,no_recycle_59_20250723_131355.jpg
20250723_131404,plastic,0.58,plastic_57_20250723_131404.jpg
20250723_131406,no_recycle,0.58,no_recycle_58_20250723_131406.jpg
20250723_131407,no_recycle,0.55,no_recycle_54_20250723_131407.jpg
20250723_131409,no_recycle,0.59,no_recycle_58_20250723_131409.jpg
20250723_131413,no_recycle,0.51,no_recycle_50_20250723_131413.jpg
20250723_131421,plastic,0.57,plastic_57_20250723_131421.jpg
20250723_131425,plastic,0.54,plastic_54_20250723_131425.jpg
20250723_131425,plastic,0.54,plastic_53_20250723_131425.jpg
20250723_131430,no_recycle,0.58,no_recycle_57_20250723_131430.jpg
20250723_131430,plastic,0.55,plastic_55_20250723_131430.jpg
20250723_131431,plastic,0.60,plastic_59_20250723_131431.jpg
20250723_131432,no_recycle,0.54,no_recycle_53_20250723_131432.jpg
20250723_131434,plastic,0.53,plastic_52_20250723_131434.jpg
20250723_131435,no_recycle,0.56,no_recycle_55_20250723_131435.jpg
20250723_131435,no_recycle,0.56,no_recycle_56_20250723_131435.jpg
20250723_131436,no_recycle,0.59,no_recycle_59_20250723_131436.jpg
20250723_131439,no_recycle,0.56,no_recycle_56_20250723_131439.jpg
20250723_131440,no_recycle,0.57,no_recycle_57_20250723_131440.jpg
20250723_131526,no_recycle,0.52,no_recycle_51_20250723_131526.jpg
20250723_140015,no_recycle,0.58,no_recycle_58_20250723_140015.jpg
20250723_140018,plastic,0.53,plastic_52_20250723_140018.jpg
20250723_140027,plastic,0.58,plastic_58_20250723_140027.jpg
20250723_140050,no_recycle,0.58,no_recycle_57_20250723_140050.jpg
20250723_140105,plastic,0.60,plastic_59_20250723_140105.jpg
20250723_140111,plastic,0.52,plastic_51_20250723_140111.jpg
20250723_140116,plastic,0.51,plastic_50_20250723_140116.jpg
20250723_140117,no_recycle,0.51,no_recycle_50_20250723_140117.jpg
20250723_140118,no_recycle,0.50,no_recycle_50_20250723_140118.jpg
20250723_140120,no_recycle,0.50,no_recycle_49_20250723_140120.jpg
20250723_140122,plastic,0.56,plastic_55_20250723_140122.jpg
20250723_140559,no_recycle,0.55,no_recycle_54_20250723_140559.jpg
20250723_140621,no_recycle,0.60,no_recycle_59_20250723_140621.jpg
20250723_140623,no_recycle,0.55,no_recycle_54_20250723_140623.jpg
20250723_140623,no_recycle,0.51,no_recycle_51_20250723_140623.jpg
20250723_140628,plastic,0.51,plastic_50_20250723_140628.jpg
20250723_140628,no_recycle,0.56,no_recycle_56_20250723_140628.jpg
20250723_140633,plastic,0.54,plastic_53_20250723_140633.jpg
20250723_140727,no_recycle,0.57,no_recycle_57_20250723_140727.jpg
20250723_140728,plastic,0.58,plastic_57_20250723_140728.jpg
20250723_140734,plastic,0.59,plastic_58_20250723_140734.jpg
20250723_140738,plastic,0.50,plastic_50_20250723_140738.jpg
20250723_140805,plastic,0.56,plastic_55_20250723_140805.jpg
20250723_140806,plastic,0.50,plastic_50_20250723_140806.jpg
20250723_140806,plastic,0.46,plastic_46_20250723_140806.jpg
20250723_140807,plastic,0.59,plastic_59_20250723_140807.jpg
20250723_140807,plastic,0.54,plastic_54_20250723_140807.jpg
20250723_140807,plastic,0.50,plastic_49_20250723_140807.jpg
20250723_140808,plastic,0.54,plastic_53_20250723_140808.jpg
20250723_140808,plastic,0.47,plastic_46_20250723_140808.jpg
20250723_140809,plastic,0.52,plastic_52_20250723_140809.jpg
20250723_140809,plastic,0.58,plastic_57_20250723_140809.jpg
20250723_140810,plastic,0.57,plastic_57_20250723_140810.jpg
20250723_140810,plastic,0.53,plastic_52_20250723_140810.jpg
20250723_140811,plastic,0.53,plastic_53_20250723_140811.jpg
20250723_140811,plastic,0.52,plastic_51_20250723_140811.jpg
20250723_140816,plastic,0.55,plastic_54_20250723_140816.jpg
20250723_140817,plastic,0.60,plastic_59_20250723_140817.jpg
20250723_140818,plastic,0.58,plastic_57_20250723_140818.jpg
20250723_140819,plastic,0.55,plastic_55_20250723_140819.jpg
20250723_140819,plastic,0.51,plastic_51_20250723_140819.jpg
20250723_140819,plastic,0.54,plastic_53_20250723_140819.jpg
20250723_140820,plastic,0.46,plastic_46_20250723_140820.jpg
20250723_140820,plastic,0.52,plastic_51_20250723_140820.jpg
20250723_140821,no_recycle,0.55,no_recycle_54_20250723_140821.jpg
20250723_140821,no_recycle,0.47,no_recycle_46_20250723_140821.jpg
20250723_140821,plastic,0.53,plastic_52_20250723_140821.jpg
20250723_140822,plastic,0.57,plastic_57_20250723_140822.jpg
20250723_140822,plastic,0.53,plastic_52_20250723_140822.jpg
20250723_140823,plastic,0.48,plastic_47_20250723_140823.jpg
20250723_140823,plastic,0.48,plastic_48_20250723_140823.jpg
20250723_140823,no_recycle,0.50,no_recycle_49_20250723_140823.jpg
20250723_140824,plastic,0.53,plastic_53_20250723_140824.jpg
20250723_140824,plastic,0.57,plastic_57_20250723_140824.jpg
20250723_140824,no_recycle,0.49,no_recycle_48_20250723_140824.jpg
20250723_140825,plastic,0.50,plastic_50_20250723_140825.jpg
20250723_140825,plastic,0.56,plastic_56_20250723_140825.jpg
20250723_140826,plastic,0.59,plastic_59_20250723_140826.jpg
20250723_140826,plastic,0.51,plastic_51_20250723_140826.jpg
20250723_140826,plastic,0.55,plastic_55_20250723_140826.jpg
20250723_140827,plastic,0.55,plastic_54_20250723_140827.jpg
20250723_140827,plastic,0.53,plastic_52_20250723_140827.jpg
20250723_140828,plastic,0.58,plastic_57_20250723_140828.jpg
20250723_140828,plastic,0.48,plastic_47_20250723_140828.jpg
20250723_140828,plastic,0.49,plastic_48_20250723_140828.jpg
20250723_140829,no_recycle,0.55,no_recycle_55_20250723_140829.jpg
20250723_140829,no_recycle,0.55,no_recycle_55_20250723_140829.jpg
20250723_140829,no_recycle,0.58,no_recycle_57_20250723_140829.jpg
20250723_140830,no_recycle,0.52,no_recycle_51_20250723_140830.jpg
20250723_140830,plastic,0.48,plastic_47_20250723_140830.jpg
20250723_140830,no_recycle,0.52,no_recycle_51_20250723_140830.jpg
20250723_140831,plastic,0.48,plastic_47_20250723_140831.jpg
20250723_140836,plastic,0.59,plastic_59_20250723_140836.jpg
20250723_140836,plastic,0.59,plastic_58_20250723_140836.jpg
20250723_140837,plastic,0.39,plastic_39_20250723_140837.jpg
20250723_140841,no_recycle,0.45,no_recycle_45_20250723_140841.jpg
20250723_140842,plastic,0.55,plastic_55_20250723_140842.jpg
20250723_140842,plastic,0.55,plastic_54_20250723_140842.jpg
20250723_140845,plastic,0.59,plastic_58_20250723_140845.jpg
20250723_140845,plastic,0.55,plastic_54_20250723_140845.jpg
20250723_140846,plastic,0.47,plastic_47_20250723_140846.jpg
20250723_140846,no_recycle,0.49,no_recycle_49_20250723_140846.jpg
20250723_140847,plastic,0.51,plastic_50_20250723_140847.jpg
20250723_140847,plastic,0.56,plastic_55_20250723_140847.jpg
20250723_140848,plastic,0.53,plastic_53_20250723_140848.jpg
20250723_140848,plastic,0.57,plastic_56_20250723_140848.jpg
20250723_140848,plastic,0.46,plastic_46_20250723_140848.jpg
20250723_140849,plastic,0.58,plastic_58_20250723_140849.jpg
20250723_140850,plastic,0.53,plastic_52_20250723_140850.jpg
20250723_140851,plastic,0.59,plastic_59_20250723_140851.jpg
20250723_140853,plastic,0.59,plastic_59_20250723_140853.jpg
20250723_140855,plastic,0.56,plastic_56_20250723_140855.jpg
20250723_140855,no_recycle,0.53,no_recycle_53_20250723_140855.jpg
20250723_140856,no_recycle,0.56,no_recycle_55_20250723_140856.jpg
20250723_140857,plastic,0.47,plastic_47_20250723_140857.jpg
20250723_140858,plastic,0.53,plastic_52_20250723_140858.jpg
20250723_140859,plastic,0.49,plastic_48_20250723_140859.jpg
20250723_140859,metal,0.49,metal_48_20250723_140859.jpg
20250723_140859,metal,0.50,metal_49_20250723_140859.jpg
20250723_140900,metal,0.58,metal_58_20250723_140900.jpg
20250723_140900,metal,0.45,metal_45_20250723_140900.jpg
20250723_140900,metal,0.49,metal_48_20250723_140900.jpg
20250723_140901,metal,0.51,metal_50_20250723_140901.jpg
20250723_140902,metal,0.46,metal_45_20250723_140902.jpg
20250723_140903,metal,0.39,metal_38_20250723_140903.jpg
20250723_140903,metal,0.39,metal_38_20250723_140903.jpg
20250723_140903,metal,0.45,metal_44_20250723_140903.jpg
20250723_140904,metal,0.47,metal_46_20250723_140904.jpg
20250723_140904,metal,0.45,metal_44_20250723_140904.jpg
20250723_140905,metal,0.47,metal_47_20250723_140905.jpg
20250723_140908,no_recycle,0.53,no_recycle_53_20250723_140908.jpg
20250723_140914,no_recycle,0.57,no_recycle_56_20250723_140914.jpg
